EventTime,Origin,Destination,replicate,Continent_origin,Continent_dest,date,month,Region_origin,Region_dest,biweek,Region_origin2,Region_dest2
2021.18904,South Africa,Angola,6,Africa,Africa,2021-03-10,2021-03-01,Southern Africa,Southern Africa,2021-03-07,Southern Africa,Southern Africa
2021.137,South Africa,Angola,6,Africa,Africa,2021-02-20,2021-02-01,Southern Africa,Southern Africa,2021-02-07,Southern Africa,Southern Africa
2020.29166,South Africa,Angola,6,Africa,Africa,2020-04-16,2020-04-01,Southern Africa,Southern Africa,2020-04-05,Southern Africa,Southern Africa
2021.09315,Portugal,Angola,6,Europe,Africa,2021-02-03,2021-02-01,Western Europe,Southern Africa,2021-01-24,Western Europe,Southern Africa
2021.0274,Portugal,Angola,6,Europe,Africa,2021-01-11,2021-01-01,Western Europe,Southern Africa,2021-01-10,Western Europe,Southern Africa
2021.1315,Portugal,Angola,6,Europe,Africa,2021-02-17,2021-02-01,Western Europe,Southern Africa,2021-02-07,Western Europe,Southern Africa
2021.18809,Republic of the Congo,Angola,6,,Africa,2021-03-10,2021-03-01,,Southern Africa,2021-03-07,,Southern Africa
2020.57555,Democratic Republic of the Congo,Angola,6,,Africa,2020-07-29,2020-07-01,,Southern Africa,2020-07-26,,Southern Africa
2021.14773,Republic of the Congo,Angola,6,,Africa,2021-02-23,2021-02-01,,Southern Africa,2021-02-21,,Southern Africa
2021.18101,Democratic Republic of the Congo,Angola,6,,Africa,2021-03-08,2021-03-01,,Southern Africa,2021-03-07,,Southern Africa
2020.8563,Togo,Angola,6,Africa,Africa,2020-11-09,2020-11-01,Western Africa,Southern Africa,2020-11-01,Western Africa,Southern Africa
2021.09315,USA,Angola,6,,Africa,2021-02-03,2021-02-01,,Southern Africa,2021-01-24,,Southern Africa
2020.93444,Botswana,Angola,6,Africa,Africa,2020-12-08,2020-12-01,Southern Africa,Southern Africa,2020-11-29,Southern Africa,Southern Africa
2021.03155,Burkina Faso,Angola,6,Africa,Africa,2021-01-12,2021-01-01,Western Africa,Southern Africa,2021-01-10,Western Africa,Southern Africa
2021.08219,Burkina Faso,Angola,6,Africa,Africa,2021-01-30,2021-01-01,Western Africa,Southern Africa,2021-01-24,Western Africa,Southern Africa
2021.07399,Portugal,Angola,6,Europe,Africa,2021-01-28,2021-01-01,Western Europe,Southern Africa,2021-01-24,Western Europe,Southern Africa
2021.06303,Portugal,Angola,6,Europe,Africa,2021-01-24,2021-01-01,Western Europe,Southern Africa,2021-01-24,Western Europe,Southern Africa
2021.24384,Australia,Angola,6,Australia,Africa,2021-03-31,2021-03-01,Oceania,Southern Africa,2021-03-21,Oceania,Southern Africa
2020.97128,India,Angola,6,Asia,Africa,2020-12-21,2020-12-01,India+,Southern Africa,2020-12-13,India+,Southern Africa
2021.2741,Australia,Angola,6,Australia,Africa,2021-04-11,2021-04-01,Oceania,Southern Africa,2021-04-04,Oceania,Southern Africa
2021.25566,Portugal,Angola,6,Europe,Africa,2021-04-04,2021-04-01,Western Europe,Southern Africa,2021-04-04,Western Europe,Southern Africa
2021.33973,Portugal,Angola,6,Europe,Africa,2021-05-05,2021-05-01,Western Europe,Southern Africa,2021-05-02,Western Europe,Southern Africa
2021.5247,Portugal,Angola,6,Europe,Africa,2021-07-11,2021-07-01,Western Europe,Southern Africa,2021-07-11,Western Europe,Southern Africa
2021.33342,Australia,Angola,6,Australia,Africa,2021-05-02,2021-05-01,Oceania,Southern Africa,2021-05-02,Oceania,Southern Africa
2021.6959,Democratic Republic of the Congo,Angola,6,,Africa,2021-09-12,2021-09-01,,Southern Africa,2021-09-05,,Southern Africa
2021.41464,Democratic Republic of the Congo,Angola,6,,Africa,2021-06-01,2021-06-01,,Southern Africa,2021-05-30,,Southern Africa
2021.50686,South Africa,Angola,6,Africa,Africa,2021-07-05,2021-07-01,Southern Africa,Southern Africa,2021-06-27,Southern Africa,Southern Africa
2021.52329,South Africa,Angola,6,Africa,Africa,2021-07-11,2021-07-01,Southern Africa,Southern Africa,2021-07-11,Southern Africa,Southern Africa
2021.50084,South Africa,Angola,6,Africa,Africa,2021-07-02,2021-07-01,Southern Africa,Southern Africa,2021-06-27,Southern Africa,Southern Africa
2021.63564,South Africa,Angola,6,Africa,Africa,2021-08-21,2021-08-01,Southern Africa,Southern Africa,2021-08-08,Southern Africa,Southern Africa
2021.19935,South Africa,Angola,6,Africa,Africa,2021-03-14,2021-03-01,Southern Africa,Southern Africa,2021-03-07,Southern Africa,Southern Africa
2021.4685,Portugal,Angola,6,Europe,Africa,2021-06-21,2021-06-01,Western Europe,Southern Africa,2021-06-13,Western Europe,Southern Africa
2021.53685,Portugal,Angola,6,Europe,Africa,2021-07-15,2021-07-01,Western Europe,Southern Africa,2021-07-11,Western Europe,Southern Africa
2021.2959,South Africa,Angola,6,Africa,Africa,2021-04-19,2021-04-01,Southern Africa,Southern Africa,2021-04-18,Southern Africa,Southern Africa
2021.57133,Republic of the Congo,Angola,6,,Africa,2021-07-28,2021-07-01,,Southern Africa,2021-07-25,,Southern Africa
2021.48505,Portugal,Angola,6,Europe,Africa,2021-06-27,2021-06-01,Western Europe,Southern Africa,2021-06-27,Western Europe,Southern Africa
2021.73699,Portugal,Angola,6,Europe,Africa,2021-09-27,2021-09-01,Western Europe,Southern Africa,2021-09-19,Western Europe,Southern Africa
2021.68767,Portugal,Angola,6,Europe,Africa,2021-09-08,2021-09-01,Western Europe,Southern Africa,2021-09-05,Western Europe,Southern Africa
2021.68768,Portugal,Angola,6,Europe,Africa,2021-09-09,2021-09-01,Western Europe,Southern Africa,2021-09-05,Western Europe,Southern Africa
2021.70138,Bangladesh,Angola,6,Asia,Africa,2021-09-14,2021-09-01,India+,Southern Africa,2021-09-05,India+,Southern Africa
2021.5233,Portugal,Angola,6,Europe,Africa,2021-07-11,2021-07-01,Western Europe,Southern Africa,2021-07-11,Western Europe,Southern Africa
2021.71508,Portugal,Angola,6,Europe,Africa,2021-09-19,2021-09-01,Western Europe,Southern Africa,2021-09-19,Western Europe,Southern Africa
2021.53426,Portugal,Angola,6,Europe,Africa,2021-07-15,2021-07-01,Western Europe,Southern Africa,2021-07-11,Western Europe,Southern Africa
2021.54703,Nigeria,Angola,6,Africa,Africa,2021-07-19,2021-07-01,Western Africa,Southern Africa,2021-07-11,Western Africa,Southern Africa
2021.70137,Portugal,Angola,6,Europe,Africa,2021-09-14,2021-09-01,Western Europe,Southern Africa,2021-09-05,Western Europe,Southern Africa
2021.48493,Zambia,Angola,6,Africa,Africa,2021-06-26,2021-06-01,Southern Africa,Southern Africa,2021-06-13,Southern Africa,Southern Africa
2021.67398,Zambia,Angola,6,Africa,Africa,2021-09-04,2021-09-01,Southern Africa,Southern Africa,2021-08-22,Southern Africa,Southern Africa
2021.38916,Zambia,Angola,6,Africa,Africa,2021-05-23,2021-05-01,Southern Africa,Southern Africa,2021-05-16,Southern Africa,Southern Africa
2021.70685,Zambia,Angola,6,Africa,Africa,2021-09-16,2021-09-01,Southern Africa,Southern Africa,2021-09-05,Southern Africa,Southern Africa
2021.31435,South Africa,Angola,6,Africa,Africa,2021-04-25,2021-04-01,Southern Africa,Southern Africa,2021-04-18,Southern Africa,Southern Africa
2021.52605,Namibia,Angola,6,Africa,Africa,2021-07-12,2021-07-01,Southern Africa,Southern Africa,2021-07-11,Southern Africa,Southern Africa
2021.67125,Namibia,Angola,6,Africa,Africa,2021-09-03,2021-09-01,Southern Africa,Southern Africa,2021-08-22,Southern Africa,Southern Africa
2021.51235,Namibia,Angola,6,Africa,Africa,2021-07-07,2021-07-01,Southern Africa,Southern Africa,2021-06-27,Southern Africa,Southern Africa
2021.72879,Namibia,Angola,6,Africa,Africa,2021-09-24,2021-09-01,Southern Africa,Southern Africa,2021-09-19,Southern Africa,Southern Africa
2021.5037,Namibia,Angola,6,Africa,Africa,2021-07-03,2021-07-01,Southern Africa,Southern Africa,2021-06-27,Southern Africa,Southern Africa
2021.63907,Namibia,Angola,6,Africa,Africa,2021-08-22,2021-08-01,Southern Africa,Southern Africa,2021-08-22,Southern Africa,Southern Africa
2021.37003,Namibia,Angola,6,Africa,Africa,2021-05-16,2021-05-01,Southern Africa,Southern Africa,2021-05-16,Southern Africa,Southern Africa
2021.48758,Namibia,Angola,6,Africa,Africa,2021-06-27,2021-06-01,Southern Africa,Southern Africa,2021-06-27,Southern Africa,Southern Africa
2021.75071,Namibia,Angola,6,Africa,Africa,2021-10-02,2021-10-01,Southern Africa,Southern Africa,2021-09-19,Southern Africa,Southern Africa
2021.35807,Namibia,Angola,6,Africa,Africa,2021-05-11,2021-05-01,Southern Africa,Southern Africa,2021-05-02,Southern Africa,Southern Africa
2021.73701,South Africa,Angola,6,Africa,Africa,2021-09-27,2021-09-01,Southern Africa,Southern Africa,2021-09-19,Southern Africa,Southern Africa
2021.70687,South Africa,Angola,6,Africa,Africa,2021-09-16,2021-09-01,Southern Africa,Southern Africa,2021-09-05,Southern Africa,Southern Africa
2021.70961,Namibia,Angola,6,Africa,Africa,2021-09-17,2021-09-01,Southern Africa,Southern Africa,2021-09-05,Southern Africa,Southern Africa
2021.74248,Namibia,Angola,6,Africa,Africa,2021-09-29,2021-09-01,Southern Africa,Southern Africa,2021-09-19,Southern Africa,Southern Africa
2021.47863,Namibia,Angola,6,Africa,Africa,2021-06-24,2021-06-01,Southern Africa,Southern Africa,2021-06-13,Southern Africa,Southern Africa
2021.74796,Namibia,Angola,6,Africa,Africa,2021-10-01,2021-10-01,Southern Africa,Southern Africa,2021-09-19,Southern Africa,Southern Africa
2021.67882,Namibia,Angola,6,Africa,Africa,2021-09-05,2021-09-01,Southern Africa,Southern Africa,2021-09-05,Southern Africa,Southern Africa
2021.73974,Namibia,Angola,6,Africa,Africa,2021-09-28,2021-09-01,Southern Africa,Southern Africa,2021-09-19,Southern Africa,Southern Africa
2021.51233,Namibia,Angola,6,Africa,Africa,2021-07-07,2021-07-01,Southern Africa,Southern Africa,2021-06-27,Southern Africa,Southern Africa
2021.54115,Namibia,Angola,6,Africa,Africa,2021-07-17,2021-07-01,Southern Africa,Southern Africa,2021-07-11,Southern Africa,Southern Africa
2021.4714,Namibia,Angola,6,Africa,Africa,2021-06-22,2021-06-01,Southern Africa,Southern Africa,2021-06-13,Southern Africa,Southern Africa
2021.73153,South Africa,Angola,6,Africa,Africa,2021-09-25,2021-09-01,Southern Africa,Southern Africa,2021-09-19,Southern Africa,Southern Africa
2021.67126,Botswana,Angola,6,Africa,Africa,2021-09-03,2021-09-01,Southern Africa,Southern Africa,2021-08-22,Southern Africa,Southern Africa
2021.50687,Portugal,Angola,6,Europe,Africa,2021-07-05,2021-07-01,Western Europe,Southern Africa,2021-06-27,Western Europe,Southern Africa
2021.50686,Portugal,Angola,6,Europe,Africa,2021-07-05,2021-07-01,Western Europe,Southern Africa,2021-06-27,Western Europe,Southern Africa
2021.57535,Portugal,Angola,6,Europe,Africa,2021-07-30,2021-07-01,Western Europe,Southern Africa,2021-07-25,Western Europe,Southern Africa
2021.6137,Portugal,Angola,6,Europe,Africa,2021-08-13,2021-08-01,Western Europe,Southern Africa,2021-08-08,Western Europe,Southern Africa
2021.07397,Portugal,Angola,7,Europe,Africa,2021-01-27,2021-01-01,Western Europe,Southern Africa,2021-01-24,Western Europe,Southern Africa
2021.12053,Democratic Republic of the Congo,Angola,7,,Africa,2021-02-13,2021-02-01,,Southern Africa,2021-02-07,,Southern Africa
2021.06304,Portugal,Angola,7,Europe,Africa,2021-01-24,2021-01-01,Western Europe,Southern Africa,2021-01-24,Western Europe,Southern Africa
2020.87598,Portugal,Angola,7,Europe,Africa,2020-11-16,2020-11-01,Western Europe,Southern Africa,2020-11-15,Western Europe,Southern Africa
2020.9815,Portugal,Angola,7,Europe,Africa,2020-12-25,2020-12-01,Western Europe,Southern Africa,2020-12-13,Western Europe,Southern Africa
2021.28764,Portugal,Angola,7,Europe,Africa,2021-04-15,2021-04-01,Western Europe,Southern Africa,2021-04-04,Western Europe,Southern Africa
2021.23833,Portugal,Angola,7,Europe,Africa,2021-03-28,2021-03-01,Western Europe,Southern Africa,2021-03-21,Western Europe,Southern Africa
2021.14519,Portugal,Angola,7,Europe,Africa,2021-02-22,2021-02-01,Western Europe,Southern Africa,2021-02-21,Western Europe,Southern Africa
2021.04108,Kuwait,Angola,7,Asia,Africa,2021-01-15,2021-01-01,Middle East,Southern Africa,2021-01-10,Middle East,Southern Africa
2021.04108,Portugal,Angola,7,Europe,Africa,2021-01-15,2021-01-01,Western Europe,Southern Africa,2021-01-10,Western Europe,Southern Africa
2021.24658,Portugal,Angola,7,Europe,Africa,2021-04-01,2021-04-01,Western Europe,Southern Africa,2021-03-21,Western Europe,Southern Africa
2021.07703,Portugal,Angola,7,Europe,Africa,2021-01-29,2021-01-01,Western Europe,Southern Africa,2021-01-24,Western Europe,Southern Africa
2021.23833,Guinea,Angola,7,Africa,Africa,2021-03-28,2021-03-01,Western Africa,Southern Africa,2021-03-21,Western Africa,Southern Africa
2021.17364,Portugal,Angola,7,Europe,Africa,2021-03-05,2021-03-01,Western Europe,Southern Africa,2021-02-21,Western Europe,Southern Africa
2021.46299,Portugal,Angola,7,Europe,Africa,2021-06-18,2021-06-01,Western Europe,Southern Africa,2021-06-13,Western Europe,Southern Africa
2020.93266,Portugal,Angola,7,Europe,Africa,2020-12-07,2020-12-01,Western Europe,Southern Africa,2020-11-29,Western Europe,Southern Africa
2021.28763,USA,Angola,7,,Africa,2021-04-15,2021-04-01,,Southern Africa,2021-04-04,,Southern Africa
2021.14515,Portugal,Angola,7,Europe,Africa,2021-02-22,2021-02-01,Western Europe,Southern Africa,2021-02-21,Western Europe,Southern Africa
2021.29312,Portugal,Angola,7,Europe,Africa,2021-04-17,2021-04-01,Western Europe,Southern Africa,2021-04-04,Western Europe,Southern Africa
2021.47942,Republic of the Congo,Angola,7,,Africa,2021-06-24,2021-06-01,,Southern Africa,2021-06-13,,Southern Africa
2021.50133,Portugal,Angola,7,Europe,Africa,2021-07-02,2021-07-01,Western Europe,Southern Africa,2021-06-27,Western Europe,Southern Africa
2021.06344,Portugal,Angola,7,Europe,Africa,2021-01-24,2021-01-01,Western Europe,Southern Africa,2021-01-24,Western Europe,Southern Africa
2021.05439,South Africa,Angola,7,Africa,Africa,2021-01-20,2021-01-01,Southern Africa,Southern Africa,2021-01-10,Southern Africa,Southern Africa
2020.7948,Democratic Republic of the Congo,Angola,7,,Africa,2020-10-17,2020-10-01,,Southern Africa,2020-10-04,,Southern Africa
2020.89418,South Africa,Angola,7,Africa,Africa,2020-11-23,2020-11-01,Southern Africa,Southern Africa,2020-11-15,Southern Africa,Southern Africa
2020.93449,Brazil,Angola,7,South America,Africa,2020-12-08,2020-12-01,Brazil,Southern Africa,2020-11-29,Brazil,Southern Africa
2021.22193,Brazil,Angola,7,South America,Africa,2021-03-23,2021-03-01,Brazil,Southern Africa,2021-03-21,Brazil,Southern Africa
2020.5646,Portugal,Angola,7,Europe,Africa,2020-07-25,2020-07-01,Western Europe,Southern Africa,2020-07-12,Western Europe,Southern Africa
2020.50186,Portugal,Angola,7,Europe,Africa,2020-07-02,2020-07-01,Western Europe,Southern Africa,2020-06-28,Western Europe,Southern Africa
2021.15229,Benin,Angola,7,Africa,Africa,2021-02-25,2021-02-01,Western Africa,Southern Africa,2021-02-21,Western Africa,Southern Africa
2021.13386,Benin,Angola,7,Africa,Africa,2021-02-18,2021-02-01,Western Africa,Southern Africa,2021-02-07,Western Africa,Southern Africa
2021.21625,Benin,Angola,7,Africa,Africa,2021-03-20,2021-03-01,Western Africa,Southern Africa,2021-03-07,Western Africa,Southern Africa
2021.24384,Benin,Angola,7,Africa,Africa,2021-03-31,2021-03-01,Western Africa,Southern Africa,2021-03-21,Western Africa,Southern Africa
2021.03836,South Africa,Angola,7,Africa,Africa,2021-01-15,2021-01-01,Southern Africa,Southern Africa,2021-01-10,Southern Africa,Southern Africa
2021.07123,South Africa,Angola,7,Africa,Africa,2021-01-26,2021-01-01,Southern Africa,Southern Africa,2021-01-24,Southern Africa,Southern Africa
2021.0137,South Africa,Angola,7,Africa,Africa,2021-01-06,2021-01-01,Southern Africa,Southern Africa,2020-12-27,Southern Africa,Southern Africa
2021.22466,South Africa,Angola,7,Africa,Africa,2021-03-24,2021-03-01,Southern Africa,Southern Africa,2021-03-21,Southern Africa,Southern Africa
2021.2274,South Africa,Angola,7,Africa,Africa,2021-03-25,2021-03-01,Southern Africa,Southern Africa,2021-03-21,Southern Africa,Southern Africa
2020.93207,South Africa,Angola,7,Africa,Africa,2020-12-07,2020-12-01,Southern Africa,Southern Africa,2020-11-29,Southern Africa,Southern Africa
2020.63053,South Africa,Angola,7,Africa,Africa,2020-08-18,2020-08-01,Southern Africa,Southern Africa,2020-08-09,Southern Africa,Southern Africa
2020.5741,South Africa,Angola,7,Africa,Africa,2020-07-29,2020-07-01,Southern Africa,Southern Africa,2020-07-26,Southern Africa,Southern Africa
2020.9235,Zimbabwe,Angola,7,Africa,Africa,2020-12-04,2020-12-01,Southern Africa,Southern Africa,2020-11-29,Southern Africa,Southern Africa
2020.77323,South Africa,Angola,7,Africa,Africa,2020-10-10,2020-10-01,Southern Africa,Southern Africa,2020-10-04,Southern Africa,Southern Africa
2020.78689,South Africa,Angola,7,Africa,Africa,2020-10-15,2020-10-01,Southern Africa,Southern Africa,2020-10-04,Southern Africa,Southern Africa
2021.04355,South Africa,Angola,7,Africa,Africa,2021-01-16,2021-01-01,Southern Africa,Southern Africa,2021-01-10,Southern Africa,Southern Africa
2021.16713,Zimbabwe,Angola,7,Africa,Africa,2021-03-03,2021-03-01,Southern Africa,Southern Africa,2021-02-21,Southern Africa,Southern Africa
2021.16208,Zimbabwe,Angola,7,Africa,Africa,2021-03-01,2021-03-01,Southern Africa,Southern Africa,2021-02-21,Southern Africa,Southern Africa
2020.78689,South Africa,Angola,7,Africa,Africa,2020-10-15,2020-10-01,Southern Africa,Southern Africa,2020-10-04,Southern Africa,Southern Africa
2021.14656,South Africa,Angola,7,Africa,Africa,2021-02-23,2021-02-01,Southern Africa,Southern Africa,2021-02-21,Southern Africa,Southern Africa
2021.21095,South Africa,Angola,7,Africa,Africa,2021-03-18,2021-03-01,Southern Africa,Southern Africa,2021-03-07,Southern Africa,Southern Africa
2020.93718,South Africa,Angola,7,Africa,Africa,2020-12-09,2020-12-01,Southern Africa,Southern Africa,2020-11-29,Southern Africa,Southern Africa
2020.6939,South Africa,Angola,7,Africa,Africa,2020-09-10,2020-09-01,Southern Africa,Southern Africa,2020-09-06,Southern Africa,Southern Africa
2021.04112,Zambia,Angola,7,Africa,Africa,2021-01-16,2021-01-01,Southern Africa,Southern Africa,2021-01-10,Southern Africa,Southern Africa
2021.45481,Zambia,Angola,7,Africa,Africa,2021-06-16,2021-06-01,Southern Africa,Southern Africa,2021-06-13,Southern Africa,Southern Africa
2021.13784,South Africa,Angola,7,Africa,Africa,2021-02-20,2021-02-01,Southern Africa,Southern Africa,2021-02-07,Southern Africa,Southern Africa
2021.14304,Zimbabwe,Angola,7,Africa,Africa,2021-02-22,2021-02-01,Southern Africa,Southern Africa,2021-02-21,Southern Africa,Southern Africa
2021.07672,South Africa,Angola,7,Africa,Africa,2021-01-29,2021-01-01,Southern Africa,Southern Africa,2021-01-24,Southern Africa,Southern Africa
2021.27946,Democratic Republic of the Congo,Angola,7,,Africa,2021-04-13,2021-04-01,,Southern Africa,2021-04-04,,Southern Africa
2021.1321,South Africa,Angola,7,Africa,Africa,2021-02-18,2021-02-01,Southern Africa,Southern Africa,2021-02-07,Southern Africa,Southern Africa
2021.07946,South Africa,Angola,7,Africa,Africa,2021-01-30,2021-01-01,Southern Africa,Southern Africa,2021-01-24,Southern Africa,Southern Africa
2021.16714,South Africa,Angola,7,Africa,Africa,2021-03-03,2021-03-01,Southern Africa,Southern Africa,2021-02-21,Southern Africa,Southern Africa
2020.90737,South Africa,Angola,7,Africa,Africa,2020-11-28,2020-11-01,Southern Africa,Southern Africa,2020-11-15,Southern Africa,Southern Africa
2020.92842,South Africa,Angola,7,Africa,Africa,2020-12-05,2020-12-01,Southern Africa,Southern Africa,2020-11-29,Southern Africa,Southern Africa
2021.17663,South Africa,Angola,7,Africa,Africa,2021-03-06,2021-03-01,Southern Africa,Southern Africa,2021-02-21,Southern Africa,Southern Africa
2020.93717,South Africa,Angola,7,Africa,Africa,2020-12-09,2020-12-01,Southern Africa,Southern Africa,2020-11-29,Southern Africa,Southern Africa
2021.07673,South Africa,Angola,7,Africa,Africa,2021-01-29,2021-01-01,Southern Africa,Southern Africa,2021-01-24,Southern Africa,Southern Africa
2021.18905,South Africa,Angola,7,Africa,Africa,2021-03-11,2021-03-01,Southern Africa,Southern Africa,2021-03-07,Southern Africa,Southern Africa
2021.07673,South Africa,Angola,7,Africa,Africa,2021-01-29,2021-01-01,Southern Africa,Southern Africa,2021-01-24,Southern Africa,Southern Africa
2021.49042,South Africa,Angola,7,Africa,Africa,2021-06-29,2021-06-01,Southern Africa,Southern Africa,2021-06-27,Southern Africa,Southern Africa
2021.10685,South Africa,Angola,7,Africa,Africa,2021-02-09,2021-02-01,Southern Africa,Southern Africa,2021-02-07,Southern Africa,Southern Africa
2021.16439,South Africa,Angola,7,Africa,Africa,2021-03-02,2021-03-01,Southern Africa,Southern Africa,2021-02-21,Southern Africa,Southern Africa
2020.96082,South Africa,Angola,7,Africa,Africa,2020-12-17,2020-12-01,Southern Africa,Southern Africa,2020-12-13,Southern Africa,Southern Africa
2021.57535,South Africa,Angola,7,Africa,Africa,2021-07-30,2021-07-01,Southern Africa,Southern Africa,2021-07-25,Southern Africa,Southern Africa
2021.13699,South Africa,Angola,7,Africa,Africa,2021-02-20,2021-02-01,Southern Africa,Southern Africa,2021-02-07,Southern Africa,Southern Africa
2021.53974,Namibia,Angola,7,Africa,Africa,2021-07-17,2021-07-01,Southern Africa,Southern Africa,2021-07-11,Southern Africa,Southern Africa
2021.28361,Namibia,Angola,7,Africa,Africa,2021-04-14,2021-04-01,Southern Africa,Southern Africa,2021-04-04,Southern Africa,Southern Africa
2020.96476,South Africa,Angola,7,Africa,Africa,2020-12-19,2020-12-01,Southern Africa,Southern Africa,2020-12-13,Southern Africa,Southern Africa
2021.12057,South Africa,Angola,7,Africa,Africa,2021-02-14,2021-02-01,Southern Africa,Southern Africa,2021-02-07,Southern Africa,Southern Africa
2021.09966,South Africa,Angola,7,Africa,Africa,2021-02-06,2021-02-01,Southern Africa,Southern Africa,2021-01-24,Southern Africa,Southern Africa
2021.18906,South Africa,Angola,7,Africa,Africa,2021-03-11,2021-03-01,Southern Africa,Southern Africa,2021-03-07,Southern Africa,Southern Africa
2021.137,South Africa,Angola,7,Africa,Africa,2021-02-20,2021-02-01,Southern Africa,Southern Africa,2021-02-07,Southern Africa,Southern Africa
2021.06302,Portugal,Angola,7,Europe,Africa,2021-01-24,2021-01-01,Western Europe,Southern Africa,2021-01-24,Western Europe,Southern Africa
2021.0548,United Kingdom,Angola,7,Europe,Africa,2021-01-21,2021-01-01,Western Europe,Southern Africa,2021-01-10,Western Europe,Southern Africa
2021.10684,Portugal,Angola,7,Europe,Africa,2021-02-08,2021-02-01,Western Europe,Southern Africa,2021-02-07,Western Europe,Southern Africa
2020.29153,South Africa,Angola,7,Africa,Africa,2020-04-16,2020-04-01,Southern Africa,Southern Africa,2020-04-05,Southern Africa,Southern Africa
2021.09316,Portugal,Angola,7,Europe,Africa,2021-02-04,2021-02-01,Western Europe,Southern Africa,2021-01-24,Western Europe,Southern Africa
2021.02741,Portugal,Angola,7,Europe,Africa,2021-01-11,2021-01-01,Western Europe,Southern Africa,2021-01-10,Western Europe,Southern Africa
2021.13151,Portugal,Angola,7,Europe,Africa,2021-02-18,2021-02-01,Western Europe,Southern Africa,2021-02-07,Western Europe,Southern Africa
2021.18764,Republic of the Congo,Angola,7,,Africa,2021-03-10,2021-03-01,,Southern Africa,2021-03-07,,Southern Africa
2020.57149,Democratic Republic of the Congo,Angola,7,,Africa,2020-07-28,2020-07-01,,Southern Africa,2020-07-26,,Southern Africa
2021.1473,Republic of the Congo,Angola,7,,Africa,2021-02-23,2021-02-01,,Southern Africa,2021-02-21,,Southern Africa
2021.18026,Democratic Republic of the Congo,Angola,7,,Africa,2021-03-07,2021-03-01,,Southern Africa,2021-03-07,,Southern Africa
2020.85461,Togo,Angola,7,Africa,Africa,2020-11-08,2020-11-01,Western Africa,Southern Africa,2020-11-01,Western Africa,Southern Africa
2021.09315,USA,Angola,7,,Africa,2021-02-03,2021-02-01,,Southern Africa,2021-01-24,,Southern Africa
2020.93445,Botswana,Angola,7,Africa,Africa,2020-12-08,2020-12-01,Southern Africa,Southern Africa,2020-11-29,Southern Africa,Southern Africa
2021.03022,Burkina Faso,Angola,7,Africa,Africa,2021-01-12,2021-01-01,Western Africa,Southern Africa,2021-01-10,Western Africa,Southern Africa
2021.08219,Burkina Faso,Angola,7,Africa,Africa,2021-01-30,2021-01-01,Western Africa,Southern Africa,2021-01-24,Western Africa,Southern Africa
2021.07397,Portugal,Angola,7,Europe,Africa,2021-01-27,2021-01-01,Western Europe,Southern Africa,2021-01-24,Western Europe,Southern Africa
2021.06302,Portugal,Angola,7,Europe,Africa,2021-01-24,2021-01-01,Western Europe,Southern Africa,2021-01-24,Western Europe,Southern Africa
2021.2438,Australia,Angola,7,Australia,Africa,2021-03-30,2021-03-01,Oceania,Southern Africa,2021-03-21,Oceania,Southern Africa
2020.97089,India,Angola,7,Asia,Africa,2020-12-21,2020-12-01,India+,Southern Africa,2020-12-13,India+,Southern Africa
2021.27382,Australia,Angola,7,Australia,Africa,2021-04-10,2021-04-01,Oceania,Southern Africa,2021-04-04,Oceania,Southern Africa
2021.25461,Portugal,Angola,7,Europe,Africa,2021-04-03,2021-04-01,Western Europe,Southern Africa,2021-03-21,Western Europe,Southern Africa
2021.33967,Portugal,Angola,7,Europe,Africa,2021-05-04,2021-05-01,Western Europe,Southern Africa,2021-05-02,Western Europe,Southern Africa
2021.52305,Portugal,Angola,7,Europe,Africa,2021-07-10,2021-07-01,Western Europe,Southern Africa,2021-06-27,Western Europe,Southern Africa
2021.33269,Australia,Angola,7,Australia,Africa,2021-05-02,2021-05-01,Oceania,Southern Africa,2021-05-02,Oceania,Southern Africa
2021.69583,Democratic Republic of the Congo,Angola,7,,Africa,2021-09-11,2021-09-01,,Southern Africa,2021-09-05,,Southern Africa
2021.41394,Democratic Republic of the Congo,Angola,7,,Africa,2021-06-01,2021-06-01,,Southern Africa,2021-05-30,,Southern Africa
2021.50682,South Africa,Angola,7,Africa,Africa,2021-07-04,2021-07-01,Southern Africa,Southern Africa,2021-06-27,Southern Africa,Southern Africa
2021.52324,South Africa,Angola,7,Africa,Africa,2021-07-10,2021-07-01,Southern Africa,Southern Africa,2021-06-27,Southern Africa,Southern Africa
2021.49886,South Africa,Angola,7,Africa,Africa,2021-07-02,2021-07-01,Southern Africa,Southern Africa,2021-06-27,Southern Africa,Southern Africa
2021.63557,South Africa,Angola,7,Africa,Africa,2021-08-20,2021-08-01,Southern Africa,Southern Africa,2021-08-08,Southern Africa,Southern Africa
2021.19743,South Africa,Angola,7,Africa,Africa,2021-03-14,2021-03-01,Southern Africa,Southern Africa,2021-03-07,Southern Africa,Southern Africa
2021.46845,Portugal,Angola,7,Europe,Africa,2021-06-20,2021-06-01,Western Europe,Southern Africa,2021-06-13,Western Europe,Southern Africa
2021.53618,Portugal,Angola,7,Europe,Africa,2021-07-15,2021-07-01,Western Europe,Southern Africa,2021-07-11,Western Europe,Southern Africa
2021.29586,South Africa,Angola,7,Africa,Africa,2021-04-18,2021-04-01,Southern Africa,Southern Africa,2021-04-18,Southern Africa,Southern Africa
