EventTime,Origin,Destination,replicate,Continent_origin,Continent_dest,date,month,Region_origin,Region_dest,biweek,Region_origin2,Region_dest2
2021.05475,United Kingdom,Angola,3,Europe,Africa,2021-01-20,2021-01-01,Western Europe,Southern Africa,2021-01-10,Western Europe,Southern Africa
2021.10681,Portugal,Angola,3,Europe,Africa,2021-02-08,2021-02-01,Western Europe,Southern Africa,2021-02-07,Western Europe,Southern Africa
2020.29351,South Africa,Angola,3,Africa,Africa,2020-04-17,2020-04-01,Southern Africa,Southern Africa,2020-04-05,Southern Africa,Southern Africa
2021.0931,Portugal,Angola,3,Europe,Africa,2021-02-03,2021-02-01,Western Europe,Southern Africa,2021-01-24,Western Europe,Southern Africa
2021.13149,Portugal,Angola,3,Europe,Africa,2021-02-17,2021-02-01,Western Europe,Southern Africa,2021-02-07,Western Europe,Southern Africa
2021.02738,Portugal,Angola,3,Europe,Africa,2021-01-10,2021-01-01,Western Europe,Southern Africa,2021-01-10,Western Europe,Southern Africa
2021.18792,Republic of the Congo,Angola,3,,Africa,2021-03-10,2021-03-01,,Southern Africa,2021-03-07,,Southern Africa
2020.57684,Democratic Republic of the Congo,Angola,3,,Africa,2020-07-30,2020-07-01,,Southern Africa,2020-07-26,,Southern Africa
2021.14764,Republic of the Congo,Angola,3,,Africa,2021-02-23,2021-02-01,,Southern Africa,2021-02-21,,Southern Africa
2021.18103,Democratic Republic of the Congo,Angola,3,,Africa,2021-03-08,2021-03-01,,Southern Africa,2021-03-07,,Southern Africa
2020.85627,Togo,Angola,3,Africa,Africa,2020-11-09,2020-11-01,Western Africa,Southern Africa,2020-11-01,Western Africa,Southern Africa
2021.09312,USA,Angola,3,,Africa,2021-02-03,2021-02-01,,Southern Africa,2021-01-24,,Southern Africa
2020.93441,Botswana,Angola,3,Africa,Africa,2020-12-07,2020-12-01,Southern Africa,Southern Africa,2020-11-29,Southern Africa,Southern Africa
2021.03125,Burkina Faso,Angola,3,Africa,Africa,2021-01-12,2021-01-01,Western Africa,Southern Africa,2021-01-10,Western Africa,Southern Africa
2021.08218,Burkina Faso,Angola,3,Africa,Africa,2021-01-30,2021-01-01,Western Africa,Southern Africa,2021-01-24,Western Africa,Southern Africa
2021.07395,Portugal,Angola,3,Europe,Africa,2021-01-27,2021-01-01,Western Europe,Southern Africa,2021-01-24,Western Europe,Southern Africa
2021.063,Portugal,Angola,3,Europe,Africa,2021-01-23,2021-01-01,Western Europe,Southern Africa,2021-01-10,Western Europe,Southern Africa
2021.24379,Australia,Angola,3,Australia,Africa,2021-03-30,2021-03-01,Oceania,Southern Africa,2021-03-21,Oceania,Southern Africa
2020.9709,India,Angola,3,Asia,Africa,2020-12-21,2020-12-01,India+,Southern Africa,2020-12-13,India+,Southern Africa
2021.27405,Australia,Angola,3,Australia,Africa,2021-04-11,2021-04-01,Oceania,Southern Africa,2021-04-04,Oceania,Southern Africa
2021.25634,Portugal,Angola,3,Europe,Africa,2021-04-04,2021-04-01,Western Europe,Southern Africa,2021-04-04,Western Europe,Southern Africa
2021.33969,Portugal,Angola,3,Europe,Africa,2021-05-04,2021-05-01,Western Europe,Southern Africa,2021-05-02,Western Europe,Southern Africa
2021.52443,Portugal,Angola,3,Europe,Africa,2021-07-11,2021-07-01,Western Europe,Southern Africa,2021-07-11,Western Europe,Southern Africa
2021.33329,Australia,Angola,3,Australia,Africa,2021-05-02,2021-05-01,Oceania,Southern Africa,2021-05-02,Oceania,Southern Africa
2021.69586,Democratic Republic of the Congo,Angola,3,,Africa,2021-09-11,2021-09-01,,Southern Africa,2021-09-05,,Southern Africa
2021.41456,Democratic Republic of the Congo,Angola,3,,Africa,2021-06-01,2021-06-01,,Southern Africa,2021-05-30,,Southern Africa
2021.50681,South Africa,Angola,3,Africa,Africa,2021-07-04,2021-07-01,Southern Africa,Southern Africa,2021-06-27,Southern Africa,Southern Africa
2021.52325,South Africa,Angola,3,Africa,Africa,2021-07-10,2021-07-01,Southern Africa,Southern Africa,2021-06-27,Southern Africa,Southern Africa
2021.50079,South Africa,Angola,3,Africa,Africa,2021-07-02,2021-07-01,Southern Africa,Southern Africa,2021-06-27,Southern Africa,Southern Africa
2021.63557,South Africa,Angola,3,Africa,Africa,2021-08-20,2021-08-01,Southern Africa,Southern Africa,2021-08-08,Southern Africa,Southern Africa
2021.19891,South Africa,Angola,3,Africa,Africa,2021-03-14,2021-03-01,Southern Africa,Southern Africa,2021-03-07,Southern Africa,Southern Africa
2021.46847,Portugal,Angola,3,Europe,Africa,2021-06-20,2021-06-01,Western Europe,Southern Africa,2021-06-13,Western Europe,Southern Africa
2021.53679,Portugal,Angola,3,Europe,Africa,2021-07-15,2021-07-01,Western Europe,Southern Africa,2021-07-11,Western Europe,Southern Africa
2021.29586,South Africa,Angola,3,Africa,Africa,2021-04-18,2021-04-01,Southern Africa,Southern Africa,2021-04-18,Southern Africa,Southern Africa
2021.57117,Republic of the Congo,Angola,3,,Africa,2021-07-28,2021-07-01,,Southern Africa,2021-07-25,,Southern Africa
2021.48451,Portugal,Angola,3,Europe,Africa,2021-06-26,2021-06-01,Western Europe,Southern Africa,2021-06-13,Western Europe,Southern Africa
2021.73695,Portugal,Angola,3,Europe,Africa,2021-09-26,2021-09-01,Western Europe,Southern Africa,2021-09-19,Western Europe,Southern Africa
2021.68765,Portugal,Angola,3,Europe,Africa,2021-09-08,2021-09-01,Western Europe,Southern Africa,2021-09-05,Western Europe,Southern Africa
2021.68763,Portugal,Angola,3,Europe,Africa,2021-09-08,2021-09-01,Western Europe,Southern Africa,2021-09-05,Western Europe,Southern Africa
2021.70133,Bangladesh,Angola,3,Asia,Africa,2021-09-13,2021-09-01,India+,Southern Africa,2021-09-05,India+,Southern Africa
2021.52324,Portugal,Angola,3,Europe,Africa,2021-07-10,2021-07-01,Western Europe,Southern Africa,2021-06-27,Western Europe,Southern Africa
2021.71501,Portugal,Angola,3,Europe,Africa,2021-09-18,2021-09-01,Western Europe,Southern Africa,2021-09-05,Western Europe,Southern Africa
2021.53419,Portugal,Angola,3,Europe,Africa,2021-07-14,2021-07-01,Western Europe,Southern Africa,2021-07-11,Western Europe,Southern Africa
2021.54683,Nigeria,Angola,3,Africa,Africa,2021-07-19,2021-07-01,Western Africa,Southern Africa,2021-07-11,Western Africa,Southern Africa
2021.70136,Portugal,Angola,3,Europe,Africa,2021-09-13,2021-09-01,Western Europe,Southern Africa,2021-09-05,Western Europe,Southern Africa
2021.48492,Zambia,Angola,3,Africa,Africa,2021-06-26,2021-06-01,Southern Africa,Southern Africa,2021-06-13,Southern Africa,Southern Africa
2021.67395,Zambia,Angola,3,Africa,Africa,2021-09-03,2021-09-01,Southern Africa,Southern Africa,2021-08-22,Southern Africa,Southern Africa
2021.38969,Zambia,Angola,3,Africa,Africa,2021-05-23,2021-05-01,Southern Africa,Southern Africa,2021-05-16,Southern Africa,Southern Africa
2021.70684,Zambia,Angola,3,Africa,Africa,2021-09-15,2021-09-01,Southern Africa,Southern Africa,2021-09-05,Southern Africa,Southern Africa
2021.3142,South Africa,Angola,3,Africa,Africa,2021-04-25,2021-04-01,Southern Africa,Southern Africa,2021-04-18,Southern Africa,Southern Africa
2021.526,Namibia,Angola,3,Africa,Africa,2021-07-11,2021-07-01,Southern Africa,Southern Africa,2021-07-11,Southern Africa,Southern Africa
2021.67121,Namibia,Angola,3,Africa,Africa,2021-09-02,2021-09-01,Southern Africa,Southern Africa,2021-08-22,Southern Africa,Southern Africa
2021.5123,Namibia,Angola,3,Africa,Africa,2021-07-06,2021-07-01,Southern Africa,Southern Africa,2021-06-27,Southern Africa,Southern Africa
2021.72875,Namibia,Angola,3,Africa,Africa,2021-09-23,2021-09-01,Southern Africa,Southern Africa,2021-09-19,Southern Africa,Southern Africa
2021.50356,Namibia,Angola,3,Africa,Africa,2021-07-03,2021-07-01,Southern Africa,Southern Africa,2021-06-27,Southern Africa,Southern Africa
2021.63897,Namibia,Angola,3,Africa,Africa,2021-08-22,2021-08-01,Southern Africa,Southern Africa,2021-08-22,Southern Africa,Southern Africa
2021.36954,Namibia,Angola,3,Africa,Africa,2021-05-15,2021-05-01,Southern Africa,Southern Africa,2021-05-02,Southern Africa,Southern Africa
2021.48748,Namibia,Angola,3,Africa,Africa,2021-06-27,2021-06-01,Southern Africa,Southern Africa,2021-06-27,Southern Africa,Southern Africa
2021.75065,Namibia,Angola,3,Africa,Africa,2021-10-01,2021-10-01,Southern Africa,Southern Africa,2021-09-19,Southern Africa,Southern Africa
2021.35789,Namibia,Angola,3,Africa,Africa,2021-05-11,2021-05-01,Southern Africa,Southern Africa,2021-05-02,Southern Africa,Southern Africa
2021.73694,South Africa,Angola,3,Africa,Africa,2021-09-26,2021-09-01,Southern Africa,Southern Africa,2021-09-19,Southern Africa,Southern Africa
2021.70681,South Africa,Angola,3,Africa,Africa,2021-09-15,2021-09-01,Southern Africa,Southern Africa,2021-09-05,Southern Africa,Southern Africa
2021.70954,Namibia,Angola,3,Africa,Africa,2021-09-16,2021-09-01,Southern Africa,Southern Africa,2021-09-05,Southern Africa,Southern Africa
2021.74241,Namibia,Angola,3,Africa,Africa,2021-09-28,2021-09-01,Southern Africa,Southern Africa,2021-09-19,Southern Africa,Southern Africa
2021.47832,Namibia,Angola,3,Africa,Africa,2021-06-24,2021-06-01,Southern Africa,Southern Africa,2021-06-13,Southern Africa,Southern Africa
2021.74788,Namibia,Angola,3,Africa,Africa,2021-09-30,2021-09-01,Southern Africa,Southern Africa,2021-09-19,Southern Africa,Southern Africa
2021.67871,Namibia,Angola,3,Africa,Africa,2021-09-05,2021-09-01,Southern Africa,Southern Africa,2021-09-05,Southern Africa,Southern Africa
2021.73965,Namibia,Angola,3,Africa,Africa,2021-09-27,2021-09-01,Southern Africa,Southern Africa,2021-09-19,Southern Africa,Southern Africa
2021.51226,Namibia,Angola,3,Africa,Africa,2021-07-06,2021-07-01,Southern Africa,Southern Africa,2021-06-27,Southern Africa,Southern Africa
2021.54067,Namibia,Angola,3,Africa,Africa,2021-07-17,2021-07-01,Southern Africa,Southern Africa,2021-07-11,Southern Africa,Southern Africa
2021.4715,Namibia,Angola,3,Africa,Africa,2021-06-22,2021-06-01,Southern Africa,Southern Africa,2021-06-13,Southern Africa,Southern Africa
2021.73149,South Africa,Angola,3,Africa,Africa,2021-09-24,2021-09-01,Southern Africa,Southern Africa,2021-09-19,Southern Africa,Southern Africa
2021.67122,Botswana,Angola,3,Africa,Africa,2021-09-02,2021-09-01,Southern Africa,Southern Africa,2021-08-22,Southern Africa,Southern Africa
2021.50685,Portugal,Angola,3,Europe,Africa,2021-07-05,2021-07-01,Western Europe,Southern Africa,2021-06-27,Western Europe,Southern Africa
2021.50685,Portugal,Angola,3,Europe,Africa,2021-07-05,2021-07-01,Western Europe,Southern Africa,2021-06-27,Western Europe,Southern Africa
2021.57533,Portugal,Angola,3,Europe,Africa,2021-07-29,2021-07-01,Western Europe,Southern Africa,2021-07-25,Western Europe,Southern Africa
2021.6137,Portugal,Angola,3,Europe,Africa,2021-08-13,2021-08-01,Western Europe,Southern Africa,2021-08-08,Western Europe,Southern Africa
2021.07401,Portugal,Angola,4,Europe,Africa,2021-01-28,2021-01-01,Western Europe,Southern Africa,2021-01-24,Western Europe,Southern Africa
2021.12058,Democratic Republic of the Congo,Angola,4,,Africa,2021-02-14,2021-02-01,,Southern Africa,2021-02-07,,Southern Africa
2021.06302,Portugal,Angola,4,Europe,Africa,2021-01-24,2021-01-01,Western Europe,Southern Africa,2021-01-24,Western Europe,Southern Africa
2020.88281,Portugal,Angola,4,Europe,Africa,2020-11-19,2020-11-01,Western Europe,Southern Africa,2020-11-15,Western Europe,Southern Africa
2020.98246,Portugal,Angola,4,Europe,Africa,2020-12-25,2020-12-01,Western Europe,Southern Africa,2020-12-13,Western Europe,Southern Africa
2021.28771,Portugal,Angola,4,Europe,Africa,2021-04-16,2021-04-01,Western Europe,Southern Africa,2021-04-04,Western Europe,Southern Africa
2021.04111,Kuwait,Angola,4,Asia,Africa,2021-01-16,2021-01-01,Middle East,Southern Africa,2021-01-10,Middle East,Southern Africa
2021.23838,Portugal,Angola,4,Europe,Africa,2021-03-29,2021-03-01,Western Europe,Southern Africa,2021-03-21,Western Europe,Southern Africa
2021.14525,Portugal,Angola,4,Europe,Africa,2021-02-23,2021-02-01,Western Europe,Southern Africa,2021-02-21,Western Europe,Southern Africa
2021.04113,Portugal,Angola,4,Europe,Africa,2021-01-16,2021-01-01,Western Europe,Southern Africa,2021-01-10,Western Europe,Southern Africa
2021.24661,Portugal,Angola,4,Europe,Africa,2021-04-01,2021-04-01,Western Europe,Southern Africa,2021-03-21,Western Europe,Southern Africa
2021.07705,Portugal,Angola,4,Europe,Africa,2021-01-29,2021-01-01,Western Europe,Southern Africa,2021-01-24,Western Europe,Southern Africa
2021.23839,Guinea,Angola,4,Africa,Africa,2021-03-29,2021-03-01,Western Africa,Southern Africa,2021-03-21,Western Africa,Southern Africa
2021.17422,Portugal,Angola,4,Europe,Africa,2021-03-05,2021-03-01,Western Europe,Southern Africa,2021-02-21,Western Europe,Southern Africa
2021.46305,Portugal,Angola,4,Europe,Africa,2021-06-19,2021-06-01,Western Europe,Southern Africa,2021-06-13,Western Europe,Southern Africa
2020.9319,Portugal,Angola,4,Europe,Africa,2020-12-07,2020-12-01,Western Europe,Southern Africa,2020-11-29,Western Europe,Southern Africa
2021.2877,USA,Angola,4,,Africa,2021-04-16,2021-04-01,,Southern Africa,2021-04-04,,Southern Africa
2021.14524,Portugal,Angola,4,Europe,Africa,2021-02-23,2021-02-01,Western Europe,Southern Africa,2021-02-21,Western Europe,Southern Africa
2021.29318,Portugal,Angola,4,Europe,Africa,2021-04-18,2021-04-01,Western Europe,Southern Africa,2021-04-18,Western Europe,Southern Africa
2021.47947,Republic of the Congo,Angola,4,,Africa,2021-06-25,2021-06-01,,Southern Africa,2021-06-13,,Southern Africa
2021.50141,Portugal,Angola,4,Europe,Africa,2021-07-03,2021-07-01,Western Europe,Southern Africa,2021-06-27,Western Europe,Southern Africa
2021.06348,Portugal,Angola,4,Europe,Africa,2021-01-24,2021-01-01,Western Europe,Southern Africa,2021-01-24,Western Europe,Southern Africa
2021.05423,South Africa,Angola,4,Africa,Africa,2021-01-20,2021-01-01,Southern Africa,Southern Africa,2021-01-10,Southern Africa,Southern Africa
2020.79424,Democratic Republic of the Congo,Angola,4,,Africa,2020-10-17,2020-10-01,,Southern Africa,2020-10-04,,Southern Africa
2020.89514,South Africa,Angola,4,Africa,Africa,2020-11-23,2020-11-01,Southern Africa,Southern Africa,2020-11-15,Southern Africa,Southern Africa
2020.93403,Brazil,Angola,4,South America,Africa,2020-12-07,2020-12-01,Brazil,Southern Africa,2020-11-29,Brazil,Southern Africa
2021.22191,Brazil,Angola,4,South America,Africa,2021-03-22,2021-03-01,Brazil,Southern Africa,2021-03-21,Brazil,Southern Africa
2020.56468,Portugal,Angola,4,Europe,Africa,2020-07-25,2020-07-01,Western Europe,Southern Africa,2020-07-12,Western Europe,Southern Africa
2020.51138,Portugal,Angola,4,Europe,Africa,2020-07-06,2020-07-01,Western Europe,Southern Africa,2020-06-28,Western Europe,Southern Africa
2021.15226,Benin,Angola,4,Africa,Africa,2021-02-25,2021-02-01,Western Africa,Southern Africa,2021-02-21,Western Africa,Southern Africa
2021.13366,Benin,Angola,4,Africa,Africa,2021-02-18,2021-02-01,Western Africa,Southern Africa,2021-02-07,Western Africa,Southern Africa
2021.21622,Benin,Angola,4,Africa,Africa,2021-03-20,2021-03-01,Western Africa,Southern Africa,2021-03-07,Western Africa,Southern Africa
2021.24387,Benin,Angola,4,Africa,Africa,2021-03-31,2021-03-01,Western Africa,Southern Africa,2021-03-21,Western Africa,Southern Africa
2021.03839,South Africa,Angola,4,Africa,Africa,2021-01-15,2021-01-01,Southern Africa,Southern Africa,2021-01-10,Southern Africa,Southern Africa
2021.07104,South Africa,Angola,4,Africa,Africa,2021-01-26,2021-01-01,Southern Africa,Southern Africa,2021-01-24,Southern Africa,Southern Africa
2021.01374,South Africa,Angola,4,Africa,Africa,2021-01-06,2021-01-01,Southern Africa,Southern Africa,2020-12-27,Southern Africa,Southern Africa
2021.2247,South Africa,Angola,4,Africa,Africa,2021-03-24,2021-03-01,Southern Africa,Southern Africa,2021-03-21,Southern Africa,Southern Africa
2021.22744,South Africa,Angola,4,Africa,Africa,2021-03-25,2021-03-01,Southern Africa,Southern Africa,2021-03-21,Southern Africa,Southern Africa
2020.9321,South Africa,Angola,4,Africa,Africa,2020-12-07,2020-12-01,Southern Africa,Southern Africa,2020-11-29,Southern Africa,Southern Africa
2020.62992,South Africa,Angola,4,Africa,Africa,2020-08-18,2020-08-01,Southern Africa,Southern Africa,2020-08-09,Southern Africa,Southern Africa
2020.57533,South Africa,Angola,4,Africa,Africa,2020-07-29,2020-07-01,Southern Africa,Southern Africa,2020-07-26,Southern Africa,Southern Africa
2020.92355,Zimbabwe,Angola,4,Africa,Africa,2020-12-04,2020-12-01,Southern Africa,Southern Africa,2020-11-29,Southern Africa,Southern Africa
2020.77327,South Africa,Angola,4,Africa,Africa,2020-10-10,2020-10-01,Southern Africa,Southern Africa,2020-10-04,Southern Africa,Southern Africa
2020.78694,South Africa,Angola,4,Africa,Africa,2020-10-15,2020-10-01,Southern Africa,Southern Africa,2020-10-04,Southern Africa,Southern Africa
2021.04324,South Africa,Angola,4,Africa,Africa,2021-01-16,2021-01-01,Southern Africa,Southern Africa,2021-01-10,Southern Africa,Southern Africa
2021.16719,Zimbabwe,Angola,4,Africa,Africa,2021-03-03,2021-03-01,Southern Africa,Southern Africa,2021-02-21,Southern Africa,Southern Africa
2021.16214,Zimbabwe,Angola,4,Africa,Africa,2021-03-01,2021-03-01,Southern Africa,Southern Africa,2021-02-21,Southern Africa,Southern Africa
2020.78694,South Africa,Angola,4,Africa,Africa,2020-10-15,2020-10-01,Southern Africa,Southern Africa,2020-10-04,Southern Africa,Southern Africa
2021.14659,South Africa,Angola,4,Africa,Africa,2021-02-23,2021-02-01,Southern Africa,Southern Africa,2021-02-21,Southern Africa,Southern Africa
2021.21102,South Africa,Angola,4,Africa,Africa,2021-03-19,2021-03-01,Southern Africa,Southern Africa,2021-03-07,Southern Africa,Southern Africa
2020.9372,South Africa,Angola,4,Africa,Africa,2020-12-09,2020-12-01,Southern Africa,Southern Africa,2020-11-29,Southern Africa,Southern Africa
2020.6964,South Africa,Angola,4,Africa,Africa,2020-09-11,2020-09-01,Southern Africa,Southern Africa,2020-09-06,Southern Africa,Southern Africa
2021.04114,Zambia,Angola,4,Africa,Africa,2021-01-16,2021-01-01,Southern Africa,Southern Africa,2021-01-10,Southern Africa,Southern Africa
2021.45482,Zambia,Angola,4,Africa,Africa,2021-06-16,2021-06-01,Southern Africa,Southern Africa,2021-06-13,Southern Africa,Southern Africa
2021.13225,South Africa,Angola,4,Africa,Africa,2021-02-18,2021-02-01,Southern Africa,Southern Africa,2021-02-07,Southern Africa,Southern Africa
2021.14299,Zimbabwe,Angola,4,Africa,Africa,2021-02-22,2021-02-01,Southern Africa,Southern Africa,2021-02-21,Southern Africa,Southern Africa
2021.07674,South Africa,Angola,4,Africa,Africa,2021-01-29,2021-01-01,Southern Africa,Southern Africa,2021-01-24,Southern Africa,Southern Africa
2021.27948,Democratic Republic of the Congo,Angola,4,,Africa,2021-04-13,2021-04-01,,Southern Africa,2021-04-04,,Southern Africa
2021.13201,South Africa,Angola,4,Africa,Africa,2021-02-18,2021-02-01,Southern Africa,Southern Africa,2021-02-07,Southern Africa,Southern Africa
2021.07949,South Africa,Angola,4,Africa,Africa,2021-01-30,2021-01-01,Southern Africa,Southern Africa,2021-01-24,Southern Africa,Southern Africa
2021.16716,South Africa,Angola,4,Africa,Africa,2021-03-03,2021-03-01,Southern Africa,Southern Africa,2021-02-21,Southern Africa,Southern Africa
2020.90733,South Africa,Angola,4,Africa,Africa,2020-11-28,2020-11-01,Southern Africa,Southern Africa,2020-11-15,Southern Africa,Southern Africa
2020.92801,South Africa,Angola,4,Africa,Africa,2020-12-05,2020-12-01,Southern Africa,Southern Africa,2020-11-29,Southern Africa,Southern Africa
2021.17634,South Africa,Angola,4,Africa,Africa,2021-03-06,2021-03-01,Southern Africa,Southern Africa,2021-02-21,Southern Africa,Southern Africa
2020.93721,South Africa,Angola,4,Africa,Africa,2020-12-09,2020-12-01,Southern Africa,Southern Africa,2020-11-29,Southern Africa,Southern Africa
2021.07675,South Africa,Angola,4,Africa,Africa,2021-01-29,2021-01-01,Southern Africa,Southern Africa,2021-01-24,Southern Africa,Southern Africa
2021.18908,South Africa,Angola,4,Africa,Africa,2021-03-11,2021-03-01,Southern Africa,Southern Africa,2021-03-07,Southern Africa,Southern Africa
2021.07675,South Africa,Angola,4,Africa,Africa,2021-01-29,2021-01-01,Southern Africa,Southern Africa,2021-01-24,Southern Africa,Southern Africa
2021.49044,South Africa,Angola,4,Africa,Africa,2021-06-29,2021-06-01,Southern Africa,Southern Africa,2021-06-27,Southern Africa,Southern Africa
2021.10688,South Africa,Angola,4,Africa,Africa,2021-02-09,2021-02-01,Southern Africa,Southern Africa,2021-02-07,Southern Africa,Southern Africa
2021.16442,South Africa,Angola,4,Africa,Africa,2021-03-02,2021-03-01,Southern Africa,Southern Africa,2021-02-21,Southern Africa,Southern Africa
2020.96047,South Africa,Angola,4,Africa,Africa,2020-12-17,2020-12-01,Southern Africa,Southern Africa,2020-12-13,Southern Africa,Southern Africa
2021.57537,South Africa,Angola,4,Africa,Africa,2021-07-30,2021-07-01,Southern Africa,Southern Africa,2021-07-25,Southern Africa,Southern Africa
2021.13701,South Africa,Angola,4,Africa,Africa,2021-02-20,2021-02-01,Southern Africa,Southern Africa,2021-02-07,Southern Africa,Southern Africa
2021.53976,Namibia,Angola,4,Africa,Africa,2021-07-17,2021-07-01,Southern Africa,Southern Africa,2021-07-11,Southern Africa,Southern Africa
2021.28346,Namibia,Angola,4,Africa,Africa,2021-04-14,2021-04-01,Southern Africa,Southern Africa,2021-04-04,Southern Africa,Southern Africa
2020.96459,South Africa,Angola,4,Africa,Africa,2020-12-19,2020-12-01,Southern Africa,Southern Africa,2020-12-13,Southern Africa,Southern Africa
2021.12057,South Africa,Angola,4,Africa,Africa,2021-02-14,2021-02-01,Southern Africa,Southern Africa,2021-02-07,Southern Africa,Southern Africa
2021.09896,South Africa,Angola,4,Africa,Africa,2021-02-06,2021-02-01,Southern Africa,Southern Africa,2021-01-24,Southern Africa,Southern Africa
2021.18907,South Africa,Angola,4,Africa,Africa,2021-03-11,2021-03-01,Southern Africa,Southern Africa,2021-03-07,Southern Africa,Southern Africa
2021.13702,South Africa,Angola,4,Africa,Africa,2021-02-20,2021-02-01,Southern Africa,Southern Africa,2021-02-07,Southern Africa,Southern Africa
2021.18754,Republic of the Congo,Angola,4,,Africa,2021-03-10,2021-03-01,,Southern Africa,2021-03-07,,Southern Africa
2020.5714,Democratic Republic of the Congo,Angola,4,,Africa,2020-07-28,2020-07-01,,Southern Africa,2020-07-26,,Southern Africa
2021.14722,Republic of the Congo,Angola,4,,Africa,2021-02-23,2021-02-01,,Southern Africa,2021-02-21,,Southern Africa
2021.1799,Democratic Republic of the Congo,Angola,4,,Africa,2021-03-07,2021-03-01,,Southern Africa,2021-03-07,,Southern Africa
2020.29096,South Africa,Angola,4,Africa,Africa,2020-04-16,2020-04-01,Southern Africa,Southern Africa,2020-04-05,Southern Africa,Southern Africa
2021.09321,Portugal,Angola,4,Europe,Africa,2021-02-04,2021-02-01,Western Europe,Southern Africa,2021-01-24,Western Europe,Southern Africa
2021.13156,Portugal,Angola,4,Europe,Africa,2021-02-18,2021-02-01,Western Europe,Southern Africa,2021-02-07,Western Europe,Southern Africa
2021.02745,Portugal,Angola,4,Europe,Africa,2021-01-11,2021-01-01,Western Europe,Southern Africa,2021-01-10,Western Europe,Southern Africa
2021.06304,Portugal,Angola,4,Europe,Africa,2021-01-24,2021-01-01,Western Europe,Southern Africa,2021-01-24,Western Europe,Southern Africa
2021.05481,United Kingdom,Angola,4,Europe,Africa,2021-01-21,2021-01-01,Western Europe,Southern Africa,2021-01-10,Western Europe,Southern Africa
2021.10689,Portugal,Angola,4,Europe,Africa,2021-02-09,2021-02-01,Western Europe,Southern Africa,2021-02-07,Western Europe,Southern Africa
2020.85458,Togo,Angola,4,Africa,Africa,2020-11-08,2020-11-01,Western Africa,Southern Africa,2020-11-01,Western Africa,Southern Africa
2021.09319,USA,Angola,4,,Africa,2021-02-04,2021-02-01,,Southern Africa,2021-01-24,,Southern Africa
2020.93448,Botswana,Angola,4,Africa,Africa,2020-12-08,2020-12-01,Southern Africa,Southern Africa,2020-11-29,Southern Africa,Southern Africa
2021.03069,Burkina Faso,Angola,4,Africa,Africa,2021-01-12,2021-01-01,Western Africa,Southern Africa,2021-01-10,Western Africa,Southern Africa
2021.08223,Burkina Faso,Angola,4,Africa,Africa,2021-01-31,2021-01-01,Western Africa,Southern Africa,2021-01-24,Western Africa,Southern Africa
2021.07398,Portugal,Angola,4,Europe,Africa,2021-01-28,2021-01-01,Western Europe,Southern Africa,2021-01-24,Western Europe,Southern Africa
2021.06303,Portugal,Angola,4,Europe,Africa,2021-01-24,2021-01-01,Western Europe,Southern Africa,2021-01-24,Western Europe,Southern Africa
2021.24387,Australia,Angola,4,Australia,Africa,2021-03-31,2021-03-01,Oceania,Southern Africa,2021-03-21,Oceania,Southern Africa
2020.9756,India,Angola,4,Asia,Africa,2020-12-23,2020-12-01,India+,Southern Africa,2020-12-13,India+,Southern Africa
2021.27385,Australia,Angola,4,Australia,Africa,2021-04-10,2021-04-01,Oceania,Southern Africa,2021-04-04,Oceania,Southern Africa
2021.25366,Portugal,Angola,4,Europe,Africa,2021-04-03,2021-04-01,Western Europe,Southern Africa,2021-03-21,Western Europe,Southern Africa
2021.33975,Portugal,Angola,4,Europe,Africa,2021-05-05,2021-05-01,Western Europe,Southern Africa,2021-05-02,Western Europe,Southern Africa
2021.52268,Portugal,Angola,4,Europe,Africa,2021-07-10,2021-07-01,Western Europe,Southern Africa,2021-06-27,Western Europe,Southern Africa
2021.33343,Australia,Angola,4,Australia,Africa,2021-05-02,2021-05-01,Oceania,Southern Africa,2021-05-02,Oceania,Southern Africa
2021.69592,Democratic Republic of the Congo,Angola,4,,Africa,2021-09-12,2021-09-01,,Southern Africa,2021-09-05,,Southern Africa
2021.41381,Democratic Republic of the Congo,Angola,4,,Africa,2021-06-01,2021-06-01,,Southern Africa,2021-05-30,,Southern Africa
2021.50687,South Africa,Angola,4,Africa,Africa,2021-07-05,2021-07-01,Southern Africa,Southern Africa,2021-06-27,Southern Africa,Southern Africa
2021.52332,South Africa,Angola,4,Africa,Africa,2021-07-11,2021-07-01,Southern Africa,Southern Africa,2021-07-11,Southern Africa,Southern Africa
2021.49895,South Africa,Angola,4,Africa,Africa,2021-07-02,2021-07-01,Southern Africa,Southern Africa,2021-06-27,Southern Africa,Southern Africa
2021.63563,South Africa,Angola,4,Africa,Africa,2021-08-21,2021-08-01,Southern Africa,Southern Africa,2021-08-08,Southern Africa,Southern Africa
2021.19398,South Africa,Angola,4,Africa,Africa,2021-03-12,2021-03-01,Southern Africa,Southern Africa,2021-03-07,Southern Africa,Southern Africa
2021.46852,Portugal,Angola,4,Europe,Africa,2021-06-21,2021-06-01,Western Europe,Southern Africa,2021-06-13,Western Europe,Southern Africa
2021.53609,Portugal,Angola,4,Europe,Africa,2021-07-15,2021-07-01,Western Europe,Southern Africa,2021-07-11,Western Europe,Southern Africa
2021.29591,South Africa,Angola,4,Africa,Africa,2021-04-19,2021-04-01,Southern Africa,Southern Africa,2021-04-18,Southern Africa,Southern Africa
