node1,node2,length,startLon,startLat,endLon,endLat,startNodeL,endNodeL,startYear,endYear
217,218,0.0690670193774809,13.2418430148249,-8.82883165597731,13.2425505318229,-8.82882255158147,0.9023764752497,0.852797014749734,2020.40173311379,2020.45131257429
217,427,0.0107906990613494,13.2418430148249,-8.82883165597731,13.2416276618642,-8.82896234175906,0.9023764752497,0.88630386747819,2020.40173311379,2020.41780572156
427,428,0.000687686136219723,13.2416276618642,-8.82896234175906,13.2416249998685,-8.82824801198877,0.88630386747819,0.878864723779194,2020.41780572156,2020.42524486526
428,429,0.0498625806586147,13.2416249998685,-8.82824801198877,13.2408777624321,-8.82789579041258,0.878864723779194,0.843829008866372,2020.42524486526,2020.46028058017
218,219,0.0103053522525178,13.2425505318229,-8.82882255158147,13.2433774892225,-8.82925171697448,0.852797014749734,0.841794223380446,2020.45131257429,2020.46231536566
429,211,0.0308853597214547,13.2408777624321,-8.82789579041258,13.2405139147557,-8.83189159702441,0.843829008866372,0.820503031663975,2020.46028058017,2020.48360655738
429,212,0.0308853597214547,13.2408777624321,-8.82789579041258,13.2408091952811,-8.82239388530886,0.843829008866372,0.820503031663975,2020.46028058017,2020.48360655738
427,216,0.0841678669534153,13.2416276618642,-8.82896234175906,13.2405506699433,-8.83141048643544,0.88630386747819,0.817770791226898,2020.41780572156,2020.48633879781
219,254,0.00200265040963943,13.2433774892225,-8.82925171697448,13.2425060878131,-8.82956621969679,0.841794223380446,0.817101642837516,2020.46231536566,2020.4870079462
218,282,0.0286041448575989,13.2425505318229,-8.82882255158147,13.2436755818602,-8.8290509245072,0.852797014749734,0.808720939955688,2020.45131257429,2020.49538864909
428,430,0.0586897984517488,13.2416249998685,-8.82824801198877,13.2437630821105,-8.82623556834785,0.878864723779194,0.808152898875616,2020.42524486526,2020.49595669017
282,384,0.0122587208770855,13.2436755818602,-8.8290509245072,13.2432803301113,-8.82819167265816,0.808720939955688,0.796658303420733,2020.49538864909,2020.50745128562
384,385,0.0381801409671563,13.2432803301113,-8.82819167265816,13.2427755904845,-8.82744271615611,0.796658303420733,0.772102403064542,2020.50745128562,2020.53200718598
384,409,0.148260445985467,13.2432803301113,-8.82819167265816,13.2437742992244,-8.82926485874221,0.796658303420733,0.756250412790713,2020.50745128562,2020.54785917625
254,267,0.0323594585996196,13.2425060878131,-8.82956621969679,13.2435123687045,-8.8301943659829,0.817101642837516,0.753321981808917,2020.4870079462,2020.55078760723
409,410,0.00502247944273382,13.2437742992244,-8.82926485874221,13.243877519069,-8.82834707467177,0.756250412790713,0.750197593750992,2020.54785917625,2020.55391199529
410,414,0.0441269793921132,13.243877519069,-8.82834707467177,13.2433480186009,-8.82953867135119,0.750197593750992,0.740972101903607,2020.55391199529,2020.56313748714
282,283,0.0463565404018239,13.2436755818602,-8.8290509245072,13.2436261376627,-8.82857307515471,0.808720939955688,0.734213624907848,2020.49538864909,2020.56989596413
414,415,0.00506193275017497,13.2433480186009,-8.82953867135119,13.2425171292622,-8.82800217245481,0.740972101903607,0.732417552748445,2020.56313748714,2020.57169203629
254,255,0.0480738968593841,13.2425060878131,-8.82956621969679,13.2423402496409,-8.82880995483684,0.817101642837516,0.730519351944183,2020.4870079462,2020.5735902371
267,272,0.0174598834304782,13.2435123687045,-8.8301943659829,13.2439275885186,-8.8303703521774,0.753321981808917,0.715237165341468,2020.55078760723,2020.5888724237
283,284,0.0969688447066162,13.2436261376627,-8.82857307515471,13.2436814865493,-8.82816128985543,0.734213624907848,0.710294755463112,2020.56989596413,2020.59381483358
267,268,0.15668779522137,13.2435123687045,-8.8301943659829,13.243813980074,-8.83027374012162,0.753321981808917,0.702867756527884,2020.55078760723,2020.60124183251
255,256,0.00371222146937944,13.2423402496409,-8.82880995483684,13.242171033763,-8.82870117623584,0.730519351944183,0.701057510052912,2020.5735902371,2020.60305207899
415,416,0.00839960661629036,13.2425171292622,-8.82800217245481,13.24289099323,-8.92206483795236,0.732417552748445,0.700357397641267,2020.57169203629,2020.6037521914
284,304,0.0130838945738632,13.2436814865493,-8.82816128985543,13.2438971010461,-8.82742764870767,0.710294755463112,0.692513905376738,2020.59381483358,2020.61159568366
272,276,0.011942422406113,13.2439275885186,-8.8303703521774,13.2438866058488,-8.83073071212564,0.715237165341468,0.688413551966807,2020.5888724237,2020.61569603707
256,257,0.0119151994476305,13.242171033763,-8.82870117623584,13.2418095746152,-8.82881367930466,0.701057510052912,0.688114853725561,2020.60305207899,2020.61599473532
385,390,0.0906629471488646,13.2427755904845,-8.82744271615611,13.2446659861633,-8.82788008987997,0.772102403064542,0.685518699535305,2020.53200718598,2020.61859088951
276,277,0.000760572212609056,13.2438866058488,-8.83073071212564,13.2437940032339,-8.83042786297137,0.688413551966807,0.6749231560099,2020.61569603707,2020.62918643303
304,305,0.049209452507315,13.2438971010461,-8.82742764870767,13.2444177991356,-8.82718203107278,0.692513905376738,0.659995829416168,2020.61159568366,2020.64411375962
268,271,0.0132751081446369,13.243813980074,-8.83027374012162,13.2225768393541,-8.92153632381881,0.702867756527884,0.651137665380517,2020.60124183251,2020.65297192366
305,306,0.0491246712705629,13.2444177991356,-8.82718203107278,13.2440105760124,-8.82713150784215,0.659995829416168,0.642737992687655,2020.64411375962,2020.66137159635
415,417,0.107389442574024,13.2425171292622,-8.82800217245481,13.2429671736803,-8.82742300757652,0.732417552748445,0.634301143633735,2020.57169203629,2020.66980844541
268,269,0.0415551033083177,13.243813980074,-8.83027374012162,13.2443389935509,-8.83056911801328,0.702867756527884,0.633554835480695,2020.60124183251,2020.67055475356
272,273,0.0930300588006925,13.2439275885186,-8.8303703521774,13.2442522279762,-8.83094495318144,0.715237165341468,0.630756534721921,2020.5888724237,2020.67335305432
390,404,0.0898611462841239,13.2446659861633,-8.82788008987997,13.2453163745861,-8.82742349478483,0.685518699535305,0.629831287061322,2020.61859088951,2020.67427830198
257,258,0.0686905988865231,13.2418095746152,-8.82881367930466,13.2410134434387,-8.82956260832086,0.688114853725561,0.625883074074178,2020.61599473532,2020.67822651497
304,307,0.0439217866831182,13.2438971010461,-8.82742764870767,13.2436889808396,-8.82731987936934,0.692513905376738,0.622425460326449,2020.61159568366,2020.68168412871
269,270,0.0124981302900111,13.2443389935509,-8.83056911801328,13.2444382813889,-8.83062277141212,0.633554835480695,0.611932973991373,2020.67055475356,2020.69217661505
219,220,0.183869463398019,13.2433774892225,-8.82925171697448,17.0911103184143,-22.9087331597833,0.841794223380446,0.606404314766352,2020.46231536566,2020.69770527427
307,308,0.0500100405483747,13.2436889808396,-8.82731987936934,13.2441358684469,-8.82761239369161,0.622425460326449,0.598585219851025,2020.68168412871,2020.70552436919
414,422,0.0527351012598063,13.2433480186009,-8.82953867135119,15.818236605212,-16.4638458285072,0.740972101903607,0.597997782573309,2020.56313748714,2020.70611180647
410,411,0.094987758770898,13.243877519069,-8.82834707467177,13.2427372291109,-8.83286490704587,0.750197593750992,0.589816043503002,2020.55391199529,2020.71429354554
283,382,0.12591374435756,13.2436261376627,-8.82857307515471,13.2438529116017,-8.82973241759492,0.734213624907848,0.56953678139666,2020.56989596413,2020.73457280764
417,418,0.0184141818514644,13.2429671736803,-8.82742300757652,13.2437785231233,-8.82792787115931,0.634301143633735,0.567723084321776,2020.66980844541,2020.73638650472
220,222,0.0862246578240272,17.0911103184143,-22.9087331597833,17.0919173352936,-22.9087333866867,0.606404314766352,0.554460003838717,2020.69770527427,2020.7496495852
284,285,0.108289211953609,13.2436814865493,-8.82816128985543,13.2434175302228,-8.82998353430284,0.710294755463112,0.551884380918872,2020.59381483358,2020.75222520812
222,223,0.0177069192829202,17.0919173352936,-22.9087333866867,17.0918647691912,-22.9086062358787,0.554460003838717,0.541196300491955,2020.7496495852,2020.76291328855
308,372,0.0426263818673478,13.2441358684469,-8.82761239369161,13.2486458118933,-8.82798607878996,0.598585219851025,0.53362107758845,2020.70552436919,2020.77048851145
258,259,0.157956289698575,13.2410134434387,-8.82956260832086,13.2388541897185,-8.83226503301941,0.625883074074178,0.527299873400452,2020.67822651497,2020.77680971564
257,266,0.247663484726614,13.2418095746152,-8.82881367930466,13.3750706956604,-8.8311260753025,0.688114853725561,0.525311232083532,2020.61599473532,2020.77879835696
422,423,0.0779445095802864,15.818236605212,-16.4638458285072,16.3257037856186,-17.2344847874978,0.597997782573309,0.524582552460011,2020.70611180647,2020.77952703658
411,412,0.0315913942531247,13.2427372291109,-8.83286490704587,13.2427245862294,-8.83194708568566,0.589816043503002,0.520746968031311,2020.71429354554,2020.78336262101
308,309,0.0905985852830217,13.2441358684469,-8.82761239369161,13.2433992384727,-8.82817622083201,0.598585219851025,0.506274371160527,2020.70552436919,2020.79783521788
418,419,0.0122410433143365,13.2437785231233,-8.82792787115931,13.2445980028526,-8.82833412576045,0.567723084321776,0.498337353099449,2020.73638650472,2020.80577223594
390,391,0.15572782126751,13.2446659861633,-8.82788008987997,16.1692630802711,-19.8757059417996,0.685518699535305,0.490905396892908,2020.61859088951,2020.81320419215
223,224,0.0415270070576879,17.0918647691912,-22.9086062358787,17.0916157954589,-22.9086833043096,0.541196300491955,0.486914298115433,2020.76291328855,2020.81719529093
382,383,0.210560841707611,13.2438529116017,-8.82973241759492,13.2439344070865,-8.82957144264273,0.56953678139666,0.480117339121512,2020.73457280764,2020.82399224992
